year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,selling_price,sale_date
2014,BMW,3 Series,328i SULEV,Sedan,automatic,wba3c1c51ek116351,ca,4.5,1331,gray,black,"""financial services remarketing (lease)""",31900,30000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c57ed129731,ca,4.3,2641,gray,black,"""financial services remarketing (lease)""",66000,67000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c51ed593089,ca,3.4,14943,black,black,"""the hertz corporation""",69000,65000,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Convertible,automatic,wbayp9c53ed169260,ca,3.4,8819,black,black,"""the hertz corporation""",68000,67200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,BMW,5 Series,528i,Sedan,automatic,wba5a5c51ed501631,ca,2.9,25969,black,black,"""financial services remarketing (lease)""",34200,30000,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Convertible,automatic,wbayp9c57ed169262,ca,3.8,10736,black,black,"""the hertz corporation""",67000,65000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2014,BMW,X5,sDrive35i,SUV,automatic,5uxkr2c52e0h33130,ca,,11278,gray,black,"""avis rac/san leandro""",50400,34000,Tue Dec 16 2014 13:00:00 GMT-0800 (PST)
2014,BMW,3 Series,328i SULEV,Sedan,automatic,wba3c1c50ek108497,ca,5,111,black,—,"""financial services remarketing (lease)""",32200,30500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c56ed593069,ca,3.8,16360,black,black,"""the hertz corporation""",65000,64250,Tue Jan 13 2015 04:30:00 GMT-0800 (PST)
2014,BMW,3 Series,328i SULEV,Sedan,automatic,wba3c1c58ek106688,ca,4.5,9027,white,black,"""financial services remarketing (lease)""",30200,27500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Convertible,automatic,wbayp9c50ed169281,ca,3.2,13205,white,black,"""the hertz corporation""",66000,65000,Tue Jan 06 2015 04:30:00 GMT-0800 (PST)
2014,BMW,X6,xDrive35i,SUV,automatic,5uxfg2c53e0h11080,ca,4,379,white,black,"""financial services remarketing (lease)""",54800,51700,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c51ed129563,ca,4.2,7305,white,black,"""the hertz corporation""",65000,66100,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c51ed097712,ca,4.7,7766,gray,black,"""fratelli investment group""",71000,77250,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Convertible,automatic,wbayp9c55ed169261,ca,4,8037,black,black,"""the hertz corporation""",67000,65000,Tue Jan 06 2015 12:30:00 GMT-0800 (PST)
2014,BMW,X1,sDrive28i,SUV,automatic,wbavm1c53evw47779,ca,4.8,19689,white,black,"""financial services remarketing (lease)""",23700,26500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,,750Li,Sedan,automatic,wbaye8c59ed134514,ca,4.3,12172,black,black,"""financial services remarketing (lease)""",67000,66000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Coupe,automatic,wbaym9c53ed248064,ca,4,9837,black,—,"""financial services remarketing (lease)""",62000,61500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,6 Series Gran Coupe,650i,Sedan,automatic,wba6b2c53ed128866,ca,2.9,37752,white,black,"""financial services remarketing (lease)""",62000,58000,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c54ed593085,ca,3.8,13386,white,black,"""the hertz corporation""",67000,65000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c55ed593080,ca,4.1,15161,white,black,"""the hertz corporation""",66000,65801,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
2014,BMW,4 Series,428i SULEV,Coupe,automatic,wba3n7c55ef719079,ca,3.7,18152,white,black,"""street smartz auto sales corporation""",31000,39750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Convertible,automatic,wbayp9c53ed169288,ca,3.7,8891,silver,black,"""the hertz corporation""",68000,67200,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Convertible,automatic,wbayp9c5xed169286,ca,3.8,19499,silver,—,"""the hertz corporation""",63000,62000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2014,BMW,5 Series,535d,Sedan,automatic,wbaxa5c52ed689665,ca,4.8,12292,white,black,"""financial services remarketing (lease)""",46300,46500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2014,BMW,6 Series,650i,Convertible,automatic,wbayp9c59ed169280,ca,3.7,15727,white,black,"""the hertz corporation""",66000,65000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c54e0k49204,ca,5,4503,white,black,"""financial services remarketing (lease)""",57500,57250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750i,xdr 750i xdriv,,automatic,wbakc6c5xcc395623,ca,4,50790,gray,black,"""financial services remarketing (lease)""",33900,33500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c5xcdl71530,ca,3.8,28925,white,black,"""financial services remarketing (lease)""",48500,50500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,,wbalz3c59cdl71275,ca,4.6,16381,gray,black,"""financial services remarketing (lease)""",48200,46500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Coupe,automatic,wbalx3c59cdv77170,ca,4.7,34941,black,black,"""financial services remarketing (lease)""",42600,42500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c54cdx02704,ca,4.7,45443,black,gray,"""financial services remarketing (lease)""",29500,30500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c58cdl73048,ca,4.8,20904,gray,black,"""financial services remarketing (lease)""",50100,49000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c55cdx04560,ca,5,54744,black,black,"""financial services remarketing (lease)""",27600,29250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Coupe,automatic,wbalx3c52cc528799,ca,3.6,24452,white,brown,"""l m auto wholesale""",44800,44000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c54cc613856,ca,4.7,17189,black,—,"""financial services remarketing (lease)""",40100,25000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c51cds99089,ca,4.3,35818,black,black,"""financial services remarketing (lease)""",35600,35250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335is,Convertible,automatic,wbadx1c56ce570700,ca,3.8,14149,black,black,"""financial services remarketing (lease)""",39900,40500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c5xce729000,ca,3.1,27675,blue,gray,"""financial services remarketing (lease)""",28200,25750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c5xcdl70913,ca,3.6,24132,black,—,"""financial services remarketing (lease)""",49700,49500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,135i,Coupe,automatic,wbauc9c56cvm12464,ca,4.1,16288,blue,—,"""financial services remarketing (lease)""",26900,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Coupe,automatic,wbalw3c56cc891870,ca,4.4,39628,black,black,"""financial services remarketing (lease)""",42200,42000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c56cc809633,ca,2.2,28170,gray,black,"""financial services remarketing (lease)""",35100,47000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c53cc613637,ca,3.3,14769,gray,black,"""financial services remarketing (lease)""",39800,34750,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c54cdl72964,ca,4.2,34780,black,tan,"""financial services remarketing (lease)""",47000,47000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c58ce728833,ca,3.7,35711,blue,beige,"""walters auto sales/service inc""",27700,25500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c56cdw24474,ca,4.8,19782,gray,—,"""financial services remarketing (lease)""",32000,31000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c53cc576943,ca,3.6,32509,white,black,"""financial services remarketing (lease)""",40000,40000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c50cc963182,ca,3.7,31762,black,black,"""financial services remarketing (lease)""",45000,45000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i xDrive,Sedan,automatic,wbaxh5c54cdw07718,ca,2.1,29808,black,black,"""financial services remarketing (lease)""",30500,26500,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,automatic,wbakg7c52ce802266,ca,4.5,37632,gray,tan,"""financial services remarketing (lease)""",30200,32000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c5xcdw24820,ca,4.8,27979,gray,black,"""financial services remarketing (lease)""",33100,34750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c58cdw24170,ca,4.3,22371,black,black,"""financial services remarketing (lease)""",34300,34750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdx03875,ca,4.1,32960,white,tan,"""financial services remarketing (lease)""",31000,29250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Convertible,automatic,wbalw7c59cc618669,ca,4.1,46534,white,black,"""financial services remarketing (lease)""",42300,41500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c59cf259549,ca,4.5,29157,brown,black,"""financial services remarketing (lease)""",24600,24750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c54cdx02654,ca,4.4,24506,blue,—,"""financial services remarketing (lease)""",33800,33000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdw24139,ca,4.2,43112,gray,black,"""financial services remarketing (lease)""",28900,29000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdw24979,ca,4.4,53230,white,—,"""financial services remarketing (lease)""",25500,25750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c57cdw24497,ca,4.3,27181,black,black,"""financial services remarketing (lease)""",33300,34750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,automatic,wbakg7c50ce802444,ca,4.5,23777,gray,—,"""financial services remarketing (lease)""",31800,33250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c59cc808346,ca,2.7,33760,gray,black,"""financial services remarketing (lease)""",34200,32750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,automatic,wbaun1c59cvh84475,ca,4.4,28509,blue,brown,"""financial services remarketing (lease)""",23300,22750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c56ce729432,ca,4.8,14910,gray,gray,"""financial services remarketing (lease)""",30700,31500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c58ce728380,ca,4.2,31388,gray,black,"""financial services remarketing (lease)""",28300,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750i,750i,,automatic,wbaka8c54ccy37992,ca,4.9,53016,white,gray,"""financial services remarketing (lease)""",31300,34250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c56cc963431,ca,3.4,24739,white,gray,"""financial services remarketing (lease)""",47000,46750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c57ce729732,ca,3.6,32456,blue,off-white,"""financial services remarketing (lease)""",27500,26750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c52ce729136,ca,3.5,35000,silver,off-white,"""financial services remarketing (lease)""",27800,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Convertible,automatic,wbadx7c54ce744332,ca,4.3,37509,black,—,"""financial services remarketing (lease)""",29800,31500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750i,750i,,automatic,wbaka8c59cds99963,ca,3.9,36156,blue,gray,"""financial services remarketing (lease)""",34800,35500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c59cdl72460,ca,3.8,22845,white,—,"""financial services remarketing (lease)""",50000,52500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c5xcc575577,ca,3.9,24576,black,black,"""financial services remarketing (lease)""",41800,40500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Convertible,automatic,wbalw7c58cc618677,ca,4.1,51983,black,—,"""financial services remarketing (lease)""",41400,40000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Coupe,manual,wbaup9c54cvf46588,ca,2.9,37168,blue,gray,"""financial services remarketing (lease)""",18100,18000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c5xcc576244,ca,3.6,18602,white,gray,"""financial services remarketing (lease)""",43200,42000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,M3,Base,Convertible,automatic,wbsdx9c50ce784530,ca,3.5,25240,black,black,"""financial services remarketing (lease)""",42000,42500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c5xcfj88779,ca,4.4,19411,gray,—,"""financial services remarketing (lease)""",26600,27250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,550i,Sedan,automatic,wbafr9c5xcdv58413,ca,4.7,38066,black,black,"""financial services remarketing (lease)""",40200,42500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c58cdl71784,ca,4,28606,gray,black,"""financial services remarketing (lease)""",48600,49500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c54ce755722,ca,4.7,26086,black,black,"""financial services remarketing (lease)""",22300,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c56cc964045,ca,4.9,17647,gray,black,"""financial services remarketing (lease)""",49000,49000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Convertible,automatic,wbalw7c56cc618502,ca,4.8,43505,gray,black,"""financial services remarketing (lease)""",43000,44500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i xDrive,Convertible,automatic,wbalz5c56cc619497,ca,3.3,32289,gray,black,"""financial services remarketing (lease)""",47000,48000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c55cdl70821,ca,4.4,53404,white,—,"""financial services remarketing (lease)""",43500,43500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c54cdl72186,ca,4.5,21262,white,—,"""financial services remarketing (lease)""",50400,52250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750i,750i,,automatic,wbaka8c51ccy37982,ca,4,40183,gray,blue,"""financial services remarketing (lease)""",34000,35500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,automatic,wbaun1c57cvr00222,ca,3.5,24380,black,black,"""financial services remarketing (lease)""",24100,35500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c5xcc594269,ca,3.4,31616,gray,—,"""financial services remarketing (lease)""",29700,28000,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,,wba3c1c50ca696789,ca,2,25355,white,beige,"""gm financial""",25300,14750,Wed Dec 17 2014 11:00:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c55cdw85315,ca,4.2,30445,black,black,"""financial services remarketing (lease)""",29900,28500,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,M3,Base,Convertible,automatic,wbsdx9c56ce784810,ca,4.7,20850,—,black,"""financial services remarketing (lease)""",42800,43500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c52cds99120,ca,4.6,46943,white,black,"""financial services remarketing (lease)""",33900,33000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,manual,wbakg7c55ce263223,ca,4.2,27312,gray,gray,"""financial services remarketing (lease)""",31300,33000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c53ce729632,ca,4.9,33355,gray,black,"""financial services remarketing (lease)""",28000,27500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c52cc807958,ca,4.3,34966,white,black,"""the car exchange""",34000,32500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c5xcf346666,ca,4.1,36617,black,black,"""financial services remarketing (lease)""",23900,23500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c54cdl72740,ca,4.4,25060,white,—,"""financial services remarketing (lease)""",49400,51500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,automatic,wbaun1c54cvh84268,ca,4.6,15311,white,—,"""financial services remarketing (lease)""",25000,25000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335i,Coupe,manual,wbakg7c55ce263156,ca,4.7,16827,black,beige,"""financial services remarketing (lease)""",32600,34750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c52cdl70551,ca,4.9,11868,gray,—,"""financial services remarketing (lease)""",49200,47000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,bmw,750i,750i,,automatic,wbaka8c59ccy37616,ca,3.5,42482,black,black,"""financial services remarketing (lease)""",33500,33000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c58cdl70649,ca,3.6,35458,black,black,"""financial services remarketing (lease)""",45100,44250,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,M3,Base,Convertible,automatic,wbsdx9c5xce784602,ca,4.2,35920,silver,black,"""high bid trading co inc""",40000,41000,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,7 Series,740Li,Sedan,automatic,wbakb4c55cc576684,ca,4.4,30313,black,gray,"""financial services remarketing (lease)""",40500,40000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c57cc808572,ca,3.9,38866,gray,black,"""financial services remarketing (lease)""",33700,34000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c58ce755738,ca,2.8,20163,black,black,"""financial services remarketing (lease)""",23000,20000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,,wbalz3c53cdl72437,ca,4.6,42686,gray,black,"""financial services remarketing (lease)""",43300,41100,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c50cc808946,ca,3.8,52387,gray,black,"""financial services remarketing (lease)""",31300,32500,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c56ce755978,ca,2.7,18057,white,black,"""financial services remarketing (lease)""",23000,22250,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c57ce728676,ca,2.8,13661,black,—,"""financial services remarketing (lease)""",29400,28250,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c59ce728503,ca,4.9,27272,gray,tan,"""financial services remarketing (lease)""",28900,31750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c58cc965083,ca,4.6,30917,gray,gray,"""financial services remarketing (lease)""",45200,46000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c53cdl72602,ca,4.9,26704,silver,tan,"""financial services remarketing (lease)""",48700,49250,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c58cc808323,ca,4.6,41539,white,black,"""financial services remarketing (lease)""",32800,36750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c51ce728303,ca,2.9,37032,black,black,"""financial services remarketing (lease)""",26300,25000,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c54cf341740,ca,4.8,23936,white,—,"""financial services remarketing (lease)""",26900,28000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,1 Series,128i,Convertible,automatic,wbaun1c54cvh84416,ca,4.3,33965,blue,—,"""financial services remarketing (lease)""",23200,22750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,535i,Sedan,automatic,wbafr7c50cc808722,ca,4.4,54898,white,tan,"""financial services remarketing (lease)""",30600,31000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c54cdy30327,ca,3.5,62345,gray,black,"""walters auto sales/service inc""",26000,24750,Tue Dec 16 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,335is,Convertible,automatic,wbadx1c57ce570754,ca,3.6,48143,black,black,"""financial services remarketing (lease)""",33800,33000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c59cdx05260,ca,3.8,35294,white,tan,"""l m auto wholesale""",31600,28000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c58cdl73387,ca,3.4,44520,black,black,"""financial services remarketing (lease)""",40900,40500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c53cdx03584,ca,3.8,59814,white,black,"""financial services remarketing (lease)""",26500,28000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Convertible,automatic,wbalz3c5xcdl71009,ca,3.4,26807,black,—,"""financial services remarketing (lease)""",48700,47000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,6 Series,640i,Convertible,automatic,wbalw7c50cc618639,ca,3.7,45540,blue,beige,"""high bid trading co inc""",42800,40750,Wed Dec 17 2014 12:15:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Convertible,automatic,wbadw7c5xce729224,ca,4.3,29297,white,black,"""financial services remarketing (lease)""",28600,30000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c56ce755835,ca,2.9,61573,white,—,"""financial services remarketing (lease)""",20000,19000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,6 Series,650i,Coupe,automatic,wbalx3c51cc528390,ca,4.2,32341,gray,black,"""financial services remarketing (lease)""",43200,43500,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c50cds99049,ca,4.1,17676,blue,black,"""financial services remarketing (lease)""",38200,36500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c57cf340727,ca,4.7,44099,white,—,"""financial services remarketing (lease)""",23300,23250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake3c53ce769664,ca,4,36013,black,black,"""financial services remarketing (lease)""",21900,21000,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Coupe,automatic,wbake5c53ce755730,ca,4.4,47581,white,off-white,"""financial services remarketing (lease)""",20900,21250,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,7 Series,740i,Sedan,automatic,wbaka4c51cds99397,ca,4.6,46766,black,black,"""financial services remarketing (lease)""",34000,33750,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,bmw,750li,750li,,automatic,wbakb8c5xcc964159,ca,3.9,29564,white,black,"""financial services remarketing (lease)""",45600,47000,Thu Dec 18 2014 12:30:00 GMT-0800 (PST)
2012,BMW,5 Series,528i,Sedan,automatic,wbaxg5c5xcdw92356,ca,4.2,50727,white,black,"""high bid trading co inc""",28400,26750,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2012,BMW,3 Series,328i,Sedan,automatic,wba3a5c51cf256869,ca,2.8,54355,gray,black,"""walters auto sales/service inc""",22000,22000,Tue Dec 23 2014 12:30:00 GMT-0800 (PST)
